ABC Phonics,Three Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,App can be played once; same content repeated,App is very academic; supports serious learning,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The source/vendor of the App has received high-level reviews.,does not allow students to communicate,1,provides minimal context for activities,does not allow students to critique,"The app does not allow users to control the rate at which they move through the app’s content, but the content is presented at an appropriate rate for its target audience.",App could use a few more or less features,Child-only,Apps is gender neutral,App targets speech/language skills,The app is culturally neutral,The app only allows users to interact with it by searching for specific content (e.g. looking up a word in a dictionary app or researching terms using a search engine app).,User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,performs and loads quickly,In App Purchases are Necessary for use of App,"After exiting an app, users can reopen the app and resume engaging it approximately where they were when they logged off.",App provides appeal over long/unending period of time,No advertising is present.,App is free,"Information is error-free, factual, and reliable","""Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are prerequisite or foundation skills for the targeted skill or concept,App offers no flexibility to meet student needs,App provides basic feedback,App is limited to the use of lower order thinking skills like understanding and remembering,Students can launch and navigate within the app independently,This kept me motivated and engaged.,"App can share rudimentary data, but it is not user friendly or effective",Some aspects of the app are presented in an authentic learning environment,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user experience,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",Seems like there may be research to support this; I will need to find it,The app allows users no control related to the level at which they begin engaging its content.,"App updates infrequently, and then only to fix bugs",Easy to learn and direction can be followed.,App only accomodates english speakers,App moderately expands organization's digital resources,The app has very limited functionality but is still useable,does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC Phonics,Four Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is somewhat academic; supports learning but has some elements without accedemic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,Most of the reviews of the app are positive,does not allow students to communicate,1,provides some basic context for learning tasks,does not allow students to critique,"The app does not allow users to control the rate at which they move through the app’s content, but the content is presented at an appropriate rate for its target audience.",App could use a few more or less features,Child-only,Apps is completely gender neutral,App targets speech/language skills,The app makes general references to one or more cultures.,The app only allows users to interact with it by searching for specific content (e.g. looking up a word in a dictionary app or researching terms using a search engine app).,User information and or data is stored responsibly/kept private and is non-identifying,No issues and very reliable,Performs and loads quickly.,In App Purchases are Necessary for use of App,"After exiting an app, users can reopen the app and resume engaging it approximately where they were when they logged off.",User will use this app many times before becoming bored,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are prerequisite or foundation skills for the targeted skill or concept,App offers no flexibility to meet student needs,provides learner feedback with tolerance for errors. Basic feedback is offered to learner.,App is limited to the use of lower order thinking skills like understanding and remembering,Students can launch and navigate within the app independently,This kept me motivated and engaged.,"App can share rudimentary data, but it is not user friendly or effective",Skills are practiced in a contrived game/simulation format,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does not provide a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app usually adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",Seems like there may be research to support this; I will need to find it,The app allows users no control related to the level at which they begin engaging its content.,"App updates infrequently, but rolls out new and improved content",Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App slightly expands organization's digital resources,The app has very limited functionality but is still useable,does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC Phonics,Five Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is somewhat academic; supports learning but has some elements without accedemic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The majority of the reviews of this app are positive,does not allow students to communicate,1,provides some basic context for learning tasks,does not allow students to critique,"The app does not allow users to control the rate at which they move through the app’s content, but the content is presented at an appropriate rate for its target audience.",App has a fairly good balance of features,Child-only,App is completely gender neutral,App specifically targets speech/ language skills,The app makes general references to one or more cultures.,The app only allows users to interact with it by searching for specific content (e.g. looking up a word in a dictionary app or researching terms using a search engine app).,All user information and or data is stored responsibly/kept private and is non-identifying,No issues and very reliable,Performs and loads quickly.,In App Purchases are Necessary for use of App,"After exiting an app, users can reopen the app and resume engaging it approximately where they were when they logged off.",User will use this app a fair amount of times before becoming bored,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are prerequisite or foundation skills for the targeted skill or concept,App offers no flexibility to meet student needs,provides learner feedback with tolerance for errors. Basic feedback is offered to learner.,App is limited to the use of lower order thinking skills like understanding and remembering,Students can launch and navigate within the app independently,This kept me motivated and engaged most of the time.,"App can share rudimentary data, but it is not user friendly or effective",Skills are practiced in a contrived game/simulation format,The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app always adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that enhances the app’s content.",Seems like there may be research to support this; I will need to find it,The app allows users no control related to the level at which they begin engaging its content.,"App updates infrequently, but rolls out new and improved content",Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App slightly expands organization's digital resources,The app has very limited functionality but is still useable,does not allow students to create content
ABC Toddler,Binary,Content is NOT Randomized,App is of academic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The app has high store ratings (greater than half the number of stars possible),does not allow students to communicate,does not allow students to connect,Allows students to contextualize,does not allow students to critique,"""The app allows users to control the rate at which they move through the app’s content.""",App's features are unbalanced,App is designed for child-only interaction,Apps is gender neutral,App targets speech/language skills or could easily be adapted to taraget those skills,The app is sensitive of multiple cultures,"""The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.""",User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,Performs and loads quickly.,There are No In-App Purchases,user can not save progress,User will likely only use app a few times,App is add-free,App is free,Information is factual and reliable,"Multiple versions of instructions such as text video, and audio are NOT included",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced in the app are not clearly connected to the targeted skill or concept,App offers no flexibility to meet student needs,No feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page or the support page it provides is completely unhelpful,App does NOT have built-in assessment features; ability to track progress & report on that progress,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",There is no research base for this app,The app does NOT allow users control related to the level at which they begin engaging its content.,App does not update even to fix bugs,Easy to learn and direction can be followed.,App only accomodates english speakers,App expands digital library resources,The app is functional as is (no item(s) need to be installed/purchased to use app),does not allow students to create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC Toddler,Three Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,App can be played once; same content repeated,App isn’t academic but has some learning value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The source/vendor of the App has received high-level reviews.,does not allow students to communicate,1,provides minimal context for activities,does not allow students to critique,The app allows users to control the rate at which they move through the app’s content.,App's features are unbalenced,Child-only,Apps is gender neutral,App targets speech/language skills,The app is culturally neutral,"The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,performs and loads quickly,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will use this app infrequently,No advertising is present.,App is free,"Information is error-free, factual, and reliable","""Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced in the app are not clearly connected to the targeted skill or concept,App offers no flexibility to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user experience,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",There is no research base for this app,The app allows users no control related to the level at which they begin engaging its content.,App does not update even to fix bugs,Easy to learn and direction can be followed.,App only accomodates english speakers,App moderately expands organization's digital resources,The app has substantial functionality as is,does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC Toddler,Four Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is somewhat academic; supports learning but has some elements without accedemic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,Most of the reviews of the app are positive,does not allow students to communicate,1,provides minimal context for activities,does not allow students to critique,The app allows users to control the rate at which they move through the app’s content.,App's features are completely unbalanced,Child-only,Apps is completely gender neutral,App targets speech/language skills,The app makes general references to one or more cultures.,"The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,No issues and very reliable,Performs and loads quickly.,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will use this app infrequently,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced in the app are not clearly connected to the targeted skill or concept,App offers no flexibility to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does not provide a support page,App does not record or track student data,The app’s graphics and interface may possibly motivate users to engage it.,The music/sound in the app usually adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",There is no research base for this app,The app allows users no control related to the level at which they begin engaging its content.,App does not update even to fix bugs,Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App slightly expands organization's digital resources,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABC Toddler,Five Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is somewhat academic; supports learning but has some elements without accedemic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The majority of the reviews of this app are positive,does not allow students to communicate,1,provides minimal context for activities,does not allow students to critique,The app allows users to completely control the rate at which they move through the app’s content.,App's feataures are completely unbalanced,Child-only,App is completely gender neutral,App targets speech/language skills to some degree,The app makes general references to one or more cultures.,"The app only presents content to users. Users are never asked to make decisions, answer questions, or actively engage it in some other manner.",All user information and or data is stored responsibly/kept private and is non-identifying,No issues and very reliable,Performs and loads quickly.,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will use this app infrequently,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced in the app are not clearly connected to the targeted skill or concept,App offers no flexibility to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged most of the time.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface may possibly motivate users to engage it.,The music/sound in the app usually adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are usually organized in a way that complements the app’s content.",There is no research base for this app,The app allows users no control related to the level at which they begin engaging its content.,App does not update even to fix bugs,Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App slightly expands organization's digital resources,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),does not allow students to create content
Toddler Colors,Binary,Content is NOT Randomized,App is of academic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The app has high store ratings (greater than half the number of stars possible),does not allow students to communicate,does not allow students to connect,Allows students to contextualize,does not allow students to critique,"""The app allows users to control the rate at which they move through the app’s content.""",App's features are unbalanced,App is designed for child-only interaction,Apps is gender neutral,App targets speech/language skills or could easily be adapted to taraget those skills,The app is sensitive of multiple cultures,"The app allows users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,Performs and loads quickly.,There are No In-App Purchases,user can not save progress,User will likely only use app a few times,App is add-free,App is free,Information is factual and reliable,"Multiple versions of instructions such as text video, and audio are NOT included",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers no flexibility to meet student needs,No feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page or the support page it provides is completely unhelpful,App does NOT have built-in assessment features; ability to track progress & report on that progress,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",There is no research base for this app,The app does NOT allow users control related to the level at which they begin engaging its content.,"""App provides necessary updates",Easy to learn and direction can be followed.,App only accomodates english speakers,App expands digital library resources,The app is functional as is (no item(s) need to be installed/purchased to use app),does not allow students to create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toddler Colors,Three Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,App can be played once; same content repeated,App isn’t academic but has some learning value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The source/vendor of the App has received high-level reviews.,does not allow students to communicate,1,provides minimal context for activities,does not allow students to critique,The app allows users to control the rate at which they move through the app’s content.,App's features are unbalenced,Child-only,Apps is gender neutral,App targets speech/language skills,The app is culturally neutral,"The app allows users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,performs and loads quickly,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will likely only use app a few times,No advertising is present.,App is free,"Information is error-free, factual, and reliable","""Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers no flexibility to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app adds nothing to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",There is no research base for this app,The app allows users no control related to the level at which they begin engaging its content.,"App updates frequently, and rolls out new and improved content",Easy to learn and direction can be followed.,App only accomodates english speakers,App moderately expands organization's digital resources,The app has substantial functionality as is,does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toddler Colors,Four Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is somewhat academic; supports learning but has some elements without accedemic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,Most of the reviews of the app are positive,does not allow students to communicate,1,provides some basic context for learning tasks,does not allow students to critique,The app allows users to control the rate at which they move through the app’s content.,App's features are completely unbalanced,Child-only,Apps is completely gender neutral,App targets speech/language skills,The app makes general references to one or more cultures.,"The app occasionally requires users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,No issues and very reliable,Performs and loads quickly.,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will likely only use app a few times,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers no flexibility to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does not provide a support page,App does not record or track student data,The app’s graphics and interface may possibly motivate users to engage it.,The music/sound in the app adds nothing to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",There is no research base for this app,The app allows users no control related to the level at which they begin engaging its content.,"App updates frequently, and rolls out new and improved content",Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App slightly expands organization's digital resources,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toddler Colors,Five Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,content is not randomized; each expierence with the app is the same,App is somewhat academic; supports learning but has some elements without accedemic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The majority of the reviews of this app are positive,does not allow students to communicate,1,provides some basic context for learning tasks,does not allow students to critique,The app allows users to completely control the rate at which they move through the app’s content.,App's feataures are completely unbalanced,Child-only,App is completely gender neutral,App specifically targets speech/ language skills,The app makes general references to one or more cultures.,"The app occasionally requires users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",All user information and or data is stored responsibly/kept private and is non-identifying,No issues and very reliable,Performs and loads quickly.,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will likely only use app a few times,No advertising is present.,App is free,"Information is error-free, factual, and reliable","Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers no flexibility to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged most of the time.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface may motivate users to engage it.,The music/sound in the app adds nothing to the user expierence,"The app’s text, graphics, videos, sound, and speech are usually organized in a way that complements the app’s content.",There is no research base for this app,The app allows users no control related to the level at which they begin engaging its content.,"App updates frequently, and rolls out new and improved content",Very easy to learn and directions are clear and simple to follow,App only accomodates english speakers,App slightly expands organization's digital resources,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),does not allow students to create content
Toddler Shapes Kids,Binary,Content is NOT Randomized,App is of academic value,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The app has high store ratings (greater than half the number of stars possible),does not allow students to communicate,does not allow students to connect,Allows students to contextualize,does not allow students to critique,"""The app allows users to control the rate at which they move through the app’s content.""",App's features are unbalanced,App is designed for child-only interaction,Apps is gender neutral,App targets speech/language skills or could easily be adapted to taraget those skills,The app is sensitive of multiple cultures,"The app allows users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,Performs and loads quickly.,There are No In-App Purchases,user can not save progress,User will likely only use app a few times,App is add-free,App is free,Information is factual and reliable,"Multiple versions of instructions such as text video, and audio are NOT included",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers no flexibility to meet student needs,No feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Targeted skills are practiced in an authentic format/ problem-based learning environment,The app’s content for specific grade-levels is matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page or the support page it provides is completely unhelpful,App does NOT have built-in assessment features; ability to track progress & report on that progress,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app DETRACTS from the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that complements the app’s content.",There is no research base for this app,The app does NOT allow users control related to the level at which they begin engaging its content.,"""App provides necessary updates",Easy to learn and direction can be followed.,App only accomodates english speakers,App expands digital library resources,The app is functional as is (no item(s) need to be installed/purchased to use app),does not allow students to create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toddler Shapes Kids,Three Level,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,App can be played once; same content repeated,App is very academic; supports serious learning,App does not provide an instruction page,"text, video, and audio options can not be changed",Apps capabilities are not unique,The app is not of literary quality,The source/vendor of the App has received high-level reviews.,does not allow students to communicate,1,provides minimal context for activities,does not allow students to critique,The app allows users to control the rate at which they move through the app’s content.,App's features are unbalenced,Child-only,Apps is gender neutral,App targets speech/language skills,The app is culturally neutral,"The app allows users to engage its content by making decisions, answering questions, or actively engaging it in some other manner.",User information and or data is stored responsibly/kept private and is non-identifying,App has little to no issues and is reliable,performs and loads quickly,There Are No In-App Purchases,"After exiting an app, users must begin on the first level when returning to the app.",User will likely only use app a few times,No advertising is present.,App is free,"Information is error-free, factual, and reliable","""Multiple versions of instructions such as text video, and audio, are not provided",App does not offer oportunities to exercise creativity and imagination,Skill(s) reinforced are strongly connected to the targeted skill or concept,App offers no flexibility to meet student needs,no feedback provided,no thinking skills required. App can be used by randomly hitting buttons with no reason behind actions.,Students can launch and navigate within the app independently,This kept me motivated and engaged.,App has no ability to share or forward data,Skills are practiced in a rote or isolated fashion (e.g. flashcards),The app’s content for specific grade-levels is always matched appropriately for its target audience.,App does not promote collaboration,Users can move through the app’s content and options fluidly.,App does no prove a support page,App does not record or track student data,The app’s graphics and interface will most likely motivate users to engage it.,The music/sound in the app is detrimental to the user expierence,"The app’s text, graphics, videos, sound, and speech are organized in a way that does not enhance or detract from the app’s content.",There is no research base for this app,The app allows users no control related to the level at which they begin engaging its content.,"App updates frequently, and rolls out new and improved content",Kind of difficult to learn. Directions are limited.,App only accomodates english speakers,App moderately expands organization's digital resources,The app has substantial functionality as is,does not allow students to create content,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
