App greatly expands organiztion's digital resources,App significantly expands organization's digital resources,App moderately expands organization's digital resources,App slightly expands organization's digital resources,Does not expand organization's digital resources
,App significantly expands organization's digital resources,App moderately expands organization's digital resources,App slightly expands organization's digital resources,Does not expand organization's digital resources
,,App significantly expands organization's digital resources,App moderately expands organization's digital resources,Does not expand organization's digital resources
,,,Expands organization's digital resources,Does not expand organization's digital resources
,,,,
,,,,
The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),The app has slightly limited functionality,The app has somewhat limited functionality ,The app has very limited functionality but is still useable,The app is not functional as is (item(s) must be installed/purchased to use app)
,The app has complete fuctionality as is (nothing additional needs to be  installed/purchased),The app has somewhat limited functionality ,The app has very limited functionality but is still useable,The app is not functional as is (item(s) must be installed/purchased to use app)
,,The app has substantial functionality as is,The app has very limited functionality but is still useable,The app is not functional as is (item(s) must be installed/purchased to use app)
,,,"The app is functional as is (no item(s) need to be installed/purchased to use app)

Yes",No
,,,,
,,,,
,,,,
Content creation is an integral and effective part of the learning experience,Content creation is fun and inventive,requires content to be created as part of the app's functionality,allows students to create content,does not allow students to create content
,Content creation is an integral and effective part of the learning experience,requires content to be created as part of the app's functionality,allows students to create content,does not allow students to create content
,,Content creation is an integral and effective part of the learning experience,allows students to create content,does not allow students to create content
,,,allows students to create content,does not allow students to create content
